Contig	SoftClippedBases	TotalBases	Fraction
NODE_1652_length_24860_cov_3.716651	328910	2336826	0.140751
NODE_1548_length_25343_cov_3.885240	97416	1951299	0.0499237
NODE_81_length_49658_cov_3.293186	810538	5187318	0.156254
NODE_2006_length_23447_cov_3.368940	122117	1709793	0.0714221
NODE_1674_length_24762_cov_3.784819	143802	1868314	0.0769689
NODE_2213_length_22739_cov_3.722659	2204980	9102964	0.242227
NODE_751_length_31020_cov_3.745869	140478	2293063	0.0612622
NODE_62_length_52114_cov_3.985350	314152	3963403	0.0792632
NODE_689_length_31764_cov_3.600221	505237	3192564	0.158254
NODE_2017_length_23402_cov_3.052096	306616	1947512	0.15744
NODE_2916_length_20715_cov_3.748157	242447	2075146	0.116834
NODE_1798_length_24285_cov_3.530141	543342	2622157	0.207212
NODE_705_length_31601_cov_3.534252	393307	3233358	0.12164
NODE_1578_length_25207_cov_3.421539	313944	2052728	0.15294
NODE_3103_length_20284_cov_3.736537	171746	1766368	0.0972312
NODE_1433_length_25956_cov_3.939862	115129	2100687	0.0548054
NODE_1313_length_26598_cov_3.789464	176665	1993544	0.0886186
NODE_2073_length_23259_cov_3.476684	100010	1787088	0.0559625
NODE_222_length_40987_cov_3.563442	268416	2920626	0.0919036
NODE_1367_length_26265_cov_3.615914	184975	2022696	0.0914497
NODE_650_length_32120_cov_4.229787	123884	2477079	0.0500121
NODE_2449_length_22020_cov_3.309794	502020	2287449	0.219467
NODE_327_length_37950_cov_3.605374	349426	3085402	0.113251
NODE_344_length_37485_cov_3.593217	218534	3177847	0.0687679
NODE_2677_length_21398_cov_3.389643	192386	1911371	0.100653
NODE_43_length_56649_cov_3.890769	290005	4287616	0.0676378
NODE_594_length_32893_cov_3.654601	211273	2566781	0.0823105
NODE_2309_length_22453_cov_3.516194	862056	5731506	0.150407
NODE_725_length_31244_cov_3.805266	585479	3207786	0.182518
NODE_740_length_31129_cov_3.603545	242931	2371693	0.102429
NODE_2607_length_21578_cov_3.470879	207034	1714696	0.120741
NODE_757_length_30971_cov_3.718969	196469	2382986	0.0824466
NODE_1831_length_24109_cov_3.330071	283059	1940997	0.145832
NODE_1208_length_27278_cov_3.410758	292648	2586779	0.113132
NODE_660_length_32042_cov_3.780547	1628761	8469000	0.19232
NODE_2508_length_21839_cov_3.473689	227529	1989283	0.114377
NODE_707_length_31583_cov_3.834837	200079	2394407	0.083561
NODE_1724_length_24573_cov_3.442796	146931	1812040	0.081086
NODE_495_length_34242_cov_3.495504	341549	3250251	0.105084
NODE_65_length_51730_cov_3.723499	518932	4469604	0.116102
NODE_1151_length_27648_cov_3.518567	319405	2272582	0.140547
NODE_1252_length_27007_cov_3.269883	601661	2878075	0.20905
NODE_3219_length_20070_cov_3.550949	333610	1846655	0.180656
NODE_956_length_29153_cov_4.064088	202206	2349325	0.0860698
NODE_2486_length_21919_cov_3.267690	210795	1757718	0.119925
NODE_1897_length_23798_cov_6.283725	1489597	9195244	0.161996
NODE_19_length_63044_cov_3.511732	411337	4629669	0.088848
NODE_90_length_48251_cov_3.312220	524150	4293455	0.122081
NODE_1629_length_24970_cov_3.319408	174712	2088718	0.0836456
NODE_1274_length_26845_cov_3.176998	536849	2767516	0.193982
NODE_1683_length_24717_cov_3.436347	425751	2148946	0.198121
NODE_2295_length_22494_cov_3.216923	344474	2061232	0.16712
NODE_2589_length_21623_cov_3.294416	117168	1580697	0.0741243
NODE_565_length_33298_cov_3.490979	224454	2472884	0.0907661
NODE_1231_length_27179_cov_3.707238	138658	1954030	0.07096
NODE_2524_length_21801_cov_3.530919	139583	1746893	0.0799036
NODE_2257_length_22603_cov_3.829541	211213	1748897	0.120769
NODE_1760_length_24457_cov_3.318581	475929	3198185	0.148812
NODE_1908_length_23746_cov_3.334757	144216	1698626	0.0849016
NODE_382_length_36485_cov_4.389216	294838	3381308	0.0871964
NODE_2138_length_23035_cov_4.063089	286584	2265385	0.126506
NODE_544_length_33607_cov_3.709114	559387	3508393	0.159443
NODE_2100_length_23175_cov_3.174684	475113	2640817	0.179911
NODE_1972_length_23539_cov_3.373763	154436	1752435	0.0881265
NODE_2498_length_21865_cov_4.465267	394660	4210176	0.0937395
NODE_551_length_33516_cov_3.487716	119268	2553076	0.0467154
NODE_433_length_35421_cov_3.462148	348597	3022449	0.115336
NODE_285_length_39129_cov_3.880374	250744	2951922	0.0849426
NODE_1607_length_25022_cov_3.665169	152823	2012661	0.0759308
NODE_953_length_29169_cov_3.785587	247398	2407451	0.102763
NODE_608_length_32725_cov_3.566971	346434	2754989	0.125748
NODE_1811_length_24202_cov_3.404763	354171	2760120	0.128317
NODE_238_length_40437_cov_3.889608	492986	3845806	0.128188
NODE_2262_length_22577_cov_3.583103	167697	1829149	0.0916803
NODE_1763_length_24447_cov_3.865697	137159	1846992	0.0742607
NODE_2967_length_20599_cov_3.609268	521747	2494076	0.209195
NODE_279_length_39279_cov_3.387928	483221	3684818	0.131138
NODE_2561_length_21695_cov_4.179385	112531	1644963	0.0684094
NODE_2911_length_20737_cov_3.651081	135070	1666688	0.081041
NODE_1449_length_25894_cov_3.445784	318049	2593681	0.122625
NODE_368_length_36820_cov_3.859944	254666	2887475	0.0881968
NODE_1772_length_24414_cov_3.468024	1132306	4666449	0.242648
NODE_2788_length_21070_cov_3.474846	467213	2567099	0.182
NODE_1326_length_26517_cov_3.592172	232831	2135806	0.109013
NODE_2715_length_21270_cov_3.324784	193878	2190782	0.0884972
NODE_1169_length_27547_cov_3.871612	159307	1933579	0.0823897
NODE_1221_length_27222_cov_3.610699	151670	2143949	0.0707433
NODE_3186_length_20131_cov_3.518071	108998	1490178	0.0731443
NODE_129_length_45051_cov_3.377202	1130461	4586042	0.2465
NODE_1139_length_27697_cov_3.811653	254308	2566087	0.0991034
NODE_2533_length_21782_cov_4.249181	430462	3634523	0.118437
NODE_829_length_30235_cov_3.298281	217503	2346393	0.0926967
NODE_1567_length_25255_cov_3.341787	518015	3792728	0.136581
NODE_1774_length_24401_cov_3.520698	91788	1818566	0.0504727
NODE_1366_length_26277_cov_3.147910	271495	2024417	0.13411
NODE_690_length_31760_cov_3.561448	220840	2482734	0.0889503
NODE_1495_length_25644_cov_3.693874	127021	1857942	0.0683665
NODE_543_length_33611_cov_3.243674	503236	3241211	0.155262
NODE_134_length_44775_cov_3.683096	474082	3883966	0.122061
NODE_2319_length_22429_cov_2.910255	481005	2460789	0.195468
NODE_670_length_31964_cov_3.716335	126438	2471548	0.0511574
NODE_2700_length_21321_cov_3.376496	100695	1547147	0.0650843
NODE_1537_length_25380_cov_3.766900	113932	1899217	0.0599889
NODE_2738_length_21218_cov_3.693451	176641	1745885	0.101176
NODE_2185_length_22833_cov_2.490367	313502	1953130	0.160513
NODE_3047_length_20399_cov_3.181232	128532	1491696	0.086165
NODE_3059_length_20363_cov_3.340801	204650	1665764	0.122857
NODE_2908_length_20743_cov_3.627252	119088	1615123	0.0737331
NODE_1090_length_28071_cov_3.783534	137439	1975635	0.069567
NODE_1542_length_25361_cov_3.495487	215727	2008934	0.107384
NODE_2221_length_22705_cov_3.635760	82147	1620762	0.0506842
NODE_1768_length_24423_cov_4.204983	234328	2663061	0.087992
NODE_2994_length_20532_cov_3.222826	701329	5405782	0.129737
NODE_455_length_34963_cov_3.977685	144149	2655065	0.0542921
NODE_1235_length_27145_cov_2.960401	503463	2332876	0.215812
NODE_2562_length_21694_cov_3.681547	120884	1559948	0.0774923
NODE_2899_length_20760_cov_6.883839	220674	2111062	0.104532
NODE_3200_length_20100_cov_3.612119	473717	2429951	0.194949
NODE_2291_length_22501_cov_3.553388	124025	1772994	0.0699523
NODE_500_length_34196_cov_3.699651	252513	2645836	0.0954379
NODE_742_length_31118_cov_3.617783	422736	2975868	0.142055
NODE_1277_length_26820_cov_4.313723	192600	2045656	0.0941507
NODE_2512_length_21833_cov_2.887780	993434	3745107	0.265262
NODE_449_length_35118_cov_3.601102	259473	2790252	0.0929927
NODE_157_length_43310_cov_3.673162	233866	3110221	0.0751927
NODE_3_length_85606_cov_3.777808	386736	6371303	0.0606997
NODE_2625_length_21502_cov_2.959772	678624	3086589	0.219862
NODE_629_length_32314_cov_4.091665	158729	2267752	0.069994
NODE_2116_length_23109_cov_3.886267	1582000	5657789	0.279615
NODE_2112_length_23127_cov_3.550591	165116	1792737	0.0921027
NODE_2022_length_23386_cov_2.886288	754135	2768553	0.272393
NODE_213_length_41242_cov_3.631092	191115	3133453	0.0609918
NODE_759_length_30956_cov_3.465048	193188	2347512	0.0822948
NODE_2065_length_23288_cov_3.860969	1921335	9058459	0.212104
NODE_1867_length_23946_cov_3.728855	122009	1721333	0.0708805
NODE_2391_length_22190_cov_3.368883	230892	2004094	0.11521
NODE_1340_length_26469_cov_3.830110	1289380	5452431	0.236478
NODE_1940_length_23658_cov_3.196910	1091068	4655995	0.234336
NODE_2822_length_20973_cov_3.419278	230631	1688020	0.136628
NODE_1386_length_26182_cov_3.429360	827244	3509798	0.235696
NODE_56_length_53083_cov_3.770478	359180	4088261	0.0878564
NODE_1452_length_25871_cov_5.737001	2933800	17243623	0.170138
NODE_1301_length_26692_cov_4.080284	206263	2177246	0.0947357
NODE_1926_length_23704_cov_3.935437	679751	5664139	0.12001
NODE_2725_length_21240_cov_3.337874	235067	1722025	0.136506
NODE_2326_length_22406_cov_3.347828	166092	1803991	0.0920692
NODE_1411_length_26057_cov_3.844711	93585	1943067	0.0481635
NODE_1624_length_24980_cov_3.696757	127836	1879896	0.0680016
NODE_1524_length_25474_cov_3.756138	254006	2491402	0.101953
NODE_1215_length_27233_cov_3.611005	144091	2074820	0.0694475
NODE_2317_length_22433_cov_3.592639	211167	2047089	0.103155
NODE_1739_length_24534_cov_3.459832	167899	1785334	0.0940435
NODE_2940_length_20663_cov_3.791334	99513	1526301	0.0651988
NODE_2921_length_20704_cov_3.456151	243537	1780827	0.136755
NODE_25_length_62424_cov_3.351657	612058	5069881	0.120724
NODE_2688_length_21360_cov_3.630168	422120	2507274	0.168358
NODE_2492_length_21878_cov_3.648193	75227	1631165	0.0461186
NODE_2247_length_22634_cov_3.429687	226239	1751686	0.129155
NODE_3083_length_20326_cov_5.305186	1748317	12144125	0.143964
NODE_2404_length_22159_cov_3.129193	235303	1751083	0.134376
NODE_1293_length_26755_cov_3.414016	221411	2224135	0.0995493
NODE_1374_length_26231_cov_3.240433	221619	2130824	0.104006
NODE_380_length_36507_cov_3.656367	188483	2745445	0.068653
NODE_1917_length_23718_cov_3.465981	337954	2075083	0.162863
NODE_1719_length_24592_cov_3.465031	167705	1935336	0.0866542
NODE_672_length_31924_cov_3.569144	199194	2345930	0.0849105
NODE_1442_length_25919_cov_3.922153	167855	1955875	0.0858209
NODE_338_length_37640_cov_3.878746	232854	3035162	0.0767188
NODE_2702_length_21318_cov_3.777039	94441	1596460	0.0591565
NODE_1183_length_27449_cov_3.639013	209164	2268521	0.0922028
NODE_3037_length_20425_cov_3.723851	101612	1464819	0.0693683
NODE_516_length_33971_cov_3.799539	164398	2505939	0.0656034
NODE_348_length_37430_cov_3.625994	356158	3044239	0.116994
NODE_1950_length_23628_cov_3.900761	897412	4160553	0.215695
NODE_2575_length_21675_cov_3.076613	117665	1604356	0.073341
NODE_654_length_32101_cov_3.663396	260731	2733218	0.0953934
NODE_3041_length_20417_cov_3.464120	136022	1386704	0.0980901
NODE_827_length_30241_cov_3.595813	123519	2238859	0.0551705
NODE_492_length_34336_cov_3.404212	652274	3877122	0.168237
NODE_2014_length_23412_cov_3.260970	427092	2334923	0.182915
NODE_941_length_29241_cov_3.426189	164203	2122726	0.0773548
NODE_1959_length_23610_cov_3.622390	127055	1872720	0.0678452
NODE_3007_length_20499_cov_3.426912	237605	1825815	0.130136
NODE_1928_length_23700_cov_3.483793	171636	1924362	0.0891911
NODE_2042_length_23342_cov_3.795465	200117	1803928	0.110934
NODE_713_length_31485_cov_3.390110	225305	2562837	0.0879123
NODE_809_length_30432_cov_3.868790	274294	2544590	0.107795
NODE_1635_length_24941_cov_3.646607	190383	1982890	0.0960129
NODE_1076_length_28172_cov_3.504862	145153	2168579	0.0669346
NODE_2596_length_21611_cov_2.982057	160742	1625003	0.098918
NODE_1408_length_26063_cov_3.327839	169370	2028027	0.0835147
NODE_684_length_31824_cov_3.764003	159532	2357292	0.067676
NODE_1729_length_24559_cov_3.582952	225271	1976483	0.113976
NODE_245_length_40162_cov_3.283553	412518	3218213	0.128182
NODE_1040_length_28400_cov_3.310554	216008	2122420	0.101774
NODE_863_length_29820_cov_4.010228	186540	2247031	0.0830162
NODE_1241_length_27065_cov_3.500297	270102	2024915	0.133389
NODE_1158_length_27621_cov_3.746821	178862	1966605	0.0909496
NODE_1396_length_26132_cov_3.434372	300934	2259659	0.133177
NODE_3044_length_20402_cov_4.037433	208612	1671729	0.124788
NODE_2199_length_22786_cov_3.685679	167365	1739939	0.0961902
NODE_1981_length_23520_cov_3.441996	130572	1749283	0.0746432
NODE_2482_length_21925_cov_3.670897	324484	2104348	0.154197
NODE_1716_length_24602_cov_3.560258	269565	2170758	0.12418
NODE_1173_length_27537_cov_3.381041	385265	2269579	0.169752
NODE_387_length_36387_cov_3.648093	245858	2684661	0.0915788
NODE_1037_length_28403_cov_3.410260	207017	2267932	0.0912801
NODE_2923_length_20700_cov_3.692685	112085	1532699	0.0731292
NODE_3222_length_20061_cov_3.732392	118479	1489099	0.0795642
NODE_2591_length_21616_cov_3.732769	275287	2107428	0.130627
NODE_2290_length_22503_cov_3.638279	69793	1734317	0.0402424
NODE_225_length_40865_cov_3.547196	359544	3536863	0.101656
NODE_957_length_29142_cov_3.489481	120152	2118263	0.0567219
NODE_644_length_32161_cov_4.057638	139196	2341699	0.0594423
NODE_1916_length_23719_cov_3.565495	773792	3455454	0.223934
NODE_2618_length_21515_cov_2.944294	287067	2133565	0.134548
NODE_2443_length_22046_cov_3.050303	225486	1887115	0.119487
NODE_3118_length_20261_cov_3.103214	222690	1651861	0.134812
NODE_1653_length_24849_cov_3.727030	127088	2003576	0.0634306
NODE_2775_length_21102_cov_3.442270	217979	1845486	0.118115
NODE_1207_length_27288_cov_3.534885	250873	2346053	0.106934
NODE_1818_length_24161_cov_3.234561	548364	2739518	0.200168
NODE_456_length_34940_cov_3.906604	157194	2666477	0.0589519
NODE_1197_length_27353_cov_3.708410	179425	2065178	0.0868811
NODE_2605_length_21585_cov_3.321279	146583	1557346	0.0941236
NODE_2926_length_20689_cov_3.710539	336041	1954281	0.171951
NODE_229_length_40732_cov_4.100485	187837	3106861	0.0604588
NODE_1630_length_24961_cov_3.597900	181254	1815431	0.0998408
NODE_1428_length_25972_cov_4.008580	425526	2517440	0.169031
NODE_3032_length_20438_cov_3.690349	203387	1868931	0.108825
NODE_1377_length_26216_cov_4.152238	466849	3277904	0.142423
NODE_517_length_33964_cov_3.838949	303229	3337196	0.0908634
NODE_3208_length_20088_cov_3.543649	298793	1789706	0.166951
NODE_1098_length_28020_cov_3.371727	164638	2250245	0.0731645
NODE_474_length_34578_cov_3.635227	397383	3196538	0.124317
NODE_1534_length_25393_cov_3.673124	102789	1812529	0.0567103
NODE_32_length_59289_cov_3.442845	602576	4925067	0.122349
NODE_397_length_36060_cov_3.947082	394668	3475193	0.113567
NODE_1162_length_27605_cov_4.986621	1399768	8129859	0.172176
NODE_144_length_44076_cov_3.987448	711132	5406210	0.13154
NODE_796_length_30647_cov_3.546844	669738	4000440	0.167416
NODE_2032_length_23366_cov_3.413332	154634	1907480	0.0810672
NODE_3021_length_20463_cov_3.318356	163602	1659773	0.0985689
NODE_1942_length_23651_cov_3.065175	596544	3073650	0.194083
NODE_1856_length_23988_cov_3.840889	414417	3141393	0.131921
NODE_2008_length_23441_cov_3.155000	1144857	6578589	0.174028
NODE_1925_length_23707_cov_3.891096	285358	2099193	0.135937
NODE_2045_length_23332_cov_3.486334	162475	1929979	0.0841849
NODE_1376_length_26219_cov_3.444985	320945	2353307	0.13638
NODE_179_length_42489_cov_3.782284	455652	3504851	0.130006
NODE_2040_length_23348_cov_3.764635	117873	1774781	0.0664155
NODE_2897_length_20763_cov_7.886469	1619092	14032080	0.115385
NODE_2840_length_20918_cov_3.659206	99892	1428275	0.0699389
NODE_1125_length_27781_cov_3.615021	183435	2154162	0.0851538
NODE_522_length_33918_cov_3.752181	133318	2513068	0.0530499
NODE_712_length_31540_cov_3.844089	170270	2550840	0.0667506
NODE_1747_length_24501_cov_3.474920	146770	1879772	0.0780786
NODE_1932_length_23690_cov_3.097622	353990	2076981	0.170435
NODE_2071_length_23263_cov_3.696037	116012	1773782	0.0654038
NODE_496_length_34237_cov_4.007060	1186933	9140743	0.129851
NODE_2629_length_21484_cov_3.397849	119471	1674951	0.0713281
NODE_374_length_36763_cov_3.771711	179309	2779304	0.0645158
NODE_3072_length_20343_cov_3.469472	174811	1692505	0.103285
NODE_1352_length_26365_cov_3.657923	109443	2045245	0.0535109
NODE_2581_length_21657_cov_3.751276	181408	1681379	0.107892
NODE_1695_length_24660_cov_3.839502	396623	2304862	0.172081
NODE_1431_length_25966_cov_4.131944	715123	4857704	0.147214
NODE_2402_length_22160_cov_3.442138	193096	1872951	0.103097
NODE_2877_length_20809_cov_3.408064	140262	1684381	0.0832721
NODE_1538_length_25369_cov_2.876652	569121	2828122	0.201236
NODE_3224_length_20059_cov_2.904810	1357112	5286383	0.256718
NODE_708_length_31581_cov_3.200591	1036903	4676967	0.221704
NODE_2216_length_22717_cov_3.288841	214932	1753847	0.122549
NODE_288_length_39096_cov_3.478780	240435	2965819	0.0810687
NODE_23_length_62712_cov_3.854311	400315	4454769	0.0898621
NODE_1259_length_26961_cov_3.629886	410239	2742038	0.149611
NODE_3140_length_20220_cov_2.846081	428672	2066415	0.207447
NODE_614_length_32600_cov_3.548291	1002295	5004782	0.200267
NODE_1577_length_25216_cov_3.698611	183525	2034208	0.0902194
NODE_3188_length_20129_cov_3.271493	282490	1727530	0.163522
NODE_1750_length_24488_cov_3.730452	652166	4129042	0.157946
NODE_295_length_38819_cov_3.632800	340700	3383563	0.100693
NODE_317_length_38305_cov_3.427446	1242486	7594942	0.163594
NODE_38_length_57309_cov_3.381769	403929	4508893	0.089585
NODE_2849_length_20897_cov_3.181700	158411	1622423	0.0976385
NODE_2536_length_21769_cov_3.682787	107211	1624049	0.0660146
NODE_2996_length_20529_cov_3.591630	361477	2492157	0.145046
NODE_1251_length_27016_cov_3.474087	143889	2210747	0.0650861
NODE_1902_length_23774_cov_3.562872	312443	2254931	0.13856
NODE_54_length_53363_cov_3.365613	613826	4602770	0.13336
NODE_2243_length_22647_cov_3.440970	641655	4013173	0.159887
NODE_3064_length_20355_cov_3.221860	275246	1949748	0.14117
NODE_3250_length_20002_cov_3.137617	334357	1806658	0.185069
NODE_1275_length_26832_cov_3.682378	152206	2003807	0.0759584
NODE_458_length_34926_cov_3.805668	212913	2705078	0.0787086
NODE_988_length_28845_cov_3.670424	374435	2454136	0.152573
NODE_3006_length_20500_cov_3.750846	81252	1616794	0.050255
NODE_471_length_34642_cov_3.458877	287995	2697301	0.106772
NODE_1371_length_26259_cov_3.986927	134682	2053081	0.0655999
NODE_2572_length_21680_cov_3.501043	279701	2246158	0.124524
NODE_1438_length_25934_cov_3.228953	504986	3577324	0.141163
NODE_2950_length_20634_cov_3.835159	61242	1493989	0.0409923
NODE_1502_length_25622_cov_2.993379	231037	2015607	0.114624
NODE_1757_length_24459_cov_3.322167	201832	2049027	0.0985014
NODE_2157_length_22931_cov_3.939208	289658	1990773	0.1455
NODE_679_length_31882_cov_3.587232	299640	2630557	0.113907
NODE_1109_length_27878_cov_3.688830	239259	2239051	0.106857
NODE_1852_length_24016_cov_3.897270	365700	2515442	0.145382
NODE_2228_length_22692_cov_3.831895	96066	1743999	0.0550837
NODE_1295_length_26727_cov_3.745569	367746	2586354	0.142187
NODE_250_length_39967_cov_3.767332	186529	2919188	0.0638976
NODE_2308_length_22454_cov_10.439410	1532620	10899717	0.140611
NODE_1388_length_26161_cov_3.247372	991123	4036235	0.245556
NODE_1587_length_25142_cov_3.559757	500204	2600917	0.192318
NODE_541_length_33641_cov_3.232604	209822	2570760	0.0816187
NODE_41_length_56896_cov_3.794549	242143	4212767	0.0574784
